County,Precinct,Reg_Voters,DEM_Votes,REP_Votes,OTHR_Votes
Aiken,Langley,1213,176.82861784215515,421.91095167185597,0.021894318848427418
Aiken,Lynwood,844,131.19155272776499,344.2067957222147,0.01523396958621001
Aiken,Millbrook,1886,359.7005550291052,640.3767970759442,0.03404178511800009
Aiken,Monetta,1022,278.769865980777,340.2646270475159,0.018446820991832497
Aiken,Montmorenci No. 22,1754,349.8222553133884,599.4013266549343,1.03165922115428
Aiken,New Ellenton,1468,409.25260592933535,428.4544740760796,1.0264969992328865
Aiken,New Holland,718,122.53499390821713,316.5029375930689,0.012959703984477235
Aiken,N. Augusta No. 25,1606,311.3526465412211,458.70155678895355,2.028987861558594
Aiken,N. Augusta No. 26,1124,253.5394612156491,248.88203600920536,2.0202878931456163
Aiken,N. Augusta No. 27,1576,200.24394206037633,765.3434953296331,1.0284463697486577
Aiken,N. Augusta No. 28,1185,194.79382699336674,513.6434276431569,1.0213889264924867
Aiken,N. Augusta No. 29,1438,277.1439014484906,469.09641261675915,1.0259555074229503
Aiken,Oak Grove,923,134.11114119398945,382.7830242317585,1.0166598980190424
Aiken,Perry,760,166.08718018139976,291.40422363611754,0.01371779251838816
Aiken,Salley,621,205.95018275348585,180.11187220793286,1.011208880465683
Aiken,Shaws Fork,662,136.46541221064032,259.9678895356708,0.011948919272596002
Aiken,Shiloh,1791,308.1896575064302,681.0762691214295,0.03232706105320157
Aiken,Six Points No. 35,1580,308.39176932448896,413.52457019087586,0.02851856865664907
Aiken,Tabernacle,658,182.3175849465277,199.78681467442806,0.011876720364604486
Aiken,Talatha,1686,362.30919182347367,546.323054013808,1.0304318397184242
Aiken,Vaucluse,1695,357.64180316772706,522.7304724516042,2.030594287261405
Aiken,Wagener,1797,453.41139840259916,581.3478814132936,2.0324353594151887
Aiken,Ward,1422,325.5525923920401,434.37211317178827,0.025666711790984162
Aiken,Warrenville,1646,272.8309191823474,619.5123054013808,2.029709850638509
Aiken,White Pond,718,210.53499390821713,212.5029375930689,0.012959703984477235
Aiken,Windsor No. 43,1053,206.91552727764991,334.66795722214704,1.0190063625287666
Aiken,Belvedere No. 44,1374,293.7786652226885,418.19921483687557,1.0248003248950859
Aiken,Misty Lakes,1797,383.41139840259916,580.3478814132936,2.0324353594151887
Aiken,Six Points No. 46,1324,438.93082442128065,119.93577907134154,1.023897838545192
Aiken,Aiken No. 47,1135,274.94598619195887,364.37999187762284,1.0204864401425928
Aiken,Hammond No. 48,1098,227.57858399891703,379.7050494111277,0.019818600243671314
Aiken,Willow Springs,1190,181.97861107350752,483.8697712197103,0.021479175127476196
Aiken,Breezy Hill,2452,486.61811290104237,782.9988899417897,1.0442579305987998
Aiken,Midland Valley No. 51,2056,414.98321375389196,782.07247867876,1.0371102387076396
Aiken,Levels No. 52,1327,314.0416948693651,376.0715852172736,2.0239519877261856
Aiken,Hollow Creek,1367,222.5199675104914,534.8823338297009,0.024673976806100808
Aiken,N. Augusta No. 54,1158,305.79599296060644,278.4211723297685,1.020901583863544
Aiken,N. Augusta No. 55,1015,188.51116826857992,396.94774604034114,0.018320472902847343
Aiken,Couchton,1300,251.04386083660484,426.8493299038852,0.023464645097242904
Aiken,Redds Branch,1175,202.42425883308516,390.1907404900501,1.021208429222508
Aiken,Fox Creek No. 58,1578,257.31785569243266,576.4340327602545,1.0284824692026533
Aiken,Pine Forest,1625,245.05482604575604,699.5616623798564,1.0293308063715536
Aiken,Gem Lakes No. 60,1232,210.53079734669012,541.7710572627589,1.0222372636613872
Aiken,Silver Bluff,1805,505.70705293082443,434.7100311357791,1.032579757231172
Aiken,Belvedere No. 62,1242,305.9003655069717,318.2237444158657,1.0224177609313658
Aiken,Ascauga Lake No. 63,935,196.55462298632733,336.3262488154867,0.01687649474301701
Aiken,Cedar Creek No. 64,1773,252.52443481792338,661.2614322458373,0.032002165967239746
Aiken,Sleepy Hollow No. 65,1849,301.3331528360634,839.701854609449,0.03337394521907856
Aiken,Hitchcock No. 66,1111,221.05902260728305,396.2935427101665,1.0200532466946437
Aiken,N. Augusta No. 67,1270,230.9351563557601,558.4912684445648,1.0229231532873064
Aiken,N. Augusta No. 68,2179,354.52890212535533,925.6405306619737,1.0393303551283788
Aiken,Anderson Pond No. 69,1830,322.63097333152837,786.8417490185461,0.03303100040611886
Aiken,Sandstone No. 70,1382,265.0743197509138,448.56136455936104,1.024944722711069
Aiken,Midland Valley No. 71,1893,331.9592527413023,678.693678083119,0.034168133206985245
Aiken,Levels No. 72,957,230.36767293894678,288.32216055232163,1.0172735887369704
Aiken,Fox Creek No. 73,1415,199.29389467984296,641.0552321646135,0.025540363701999007
Aiken,Belvedere No. 74,669,123.72410992283741,224.28477054284554,0.012075267361581156
Aiken,South Aiken No. 75,1650,313.97874644646,615.6933802626236,0.02978204954650061
Aiken,South Aiken No. 76,2130,372.71801813997564,825.4223636117504,1.0384459185054826
Aiken,Gem Lakes No. 77,1514,299.95261946663055,609.5368349803709,2.027327286674789
Aiken,Montmorenci No. 78,925,175.18505482604576,326.87356166237987,0.01669599747303822
Aiken,Sandstone No. 79,896,194.1133071612292,274.5607689183701,0.016172555390099725
Aiken,N. Augusta No. 80,845,146.22850954379314,355.2520644375254,2.0152520193132077
Aiken,Hammond No. 81,1008,186.25247055638283,335.6308650331664,0.018194124813862192
Aiken,Windsor No. 82,969,195.8111547312847,298.86538513604984,0.017490185460944902
Aiken,Levels No. 83,696,153.72194395559768,188.50702585623392,1.0125626099905238
Aiken,Ascauga Lake No. 84,1172,217.31338838500068,452.05493434411807,1.0211542800415143
Allendale,ALLENDALE #1,1134,427.8791284800277,94.0606951409303,0.0
Allendale,ALLENDALE #2,1215,470.7990662286011,37.993601936711045,1.0
Allendale,FAIRFAX #1,609,222.21286529482967,87.53259553864777,0.0
Allendale,FAIRFAX #2,1154,475.0568908870829,71.53795607816012,0.0
Allendale,MARTIN,285,171.53311430053606,28.800968355524816,0.0
Allendale,SYCAMORE,336,112.18640843852673,128.01798374546084,0.0
Allendale,ULMER,200,72.77762407055161,49.77260937229811,0.0
Allendale,WOODS,850,336.55490229984434,110.28358983226698,0.0
Anderson,Appleton-Equinox,790,130.55535282386387,154.35278143166292,1.0804514787626767
Anderson,Barker's Creek-McAdams,332,34.63845207281368,194.43686510798997,0.03380998854330207
Anderson,Belton,1651,234.95808545848007,568.7929647388297,1.168133406882505
Anderson,Broadview,605,216.74175754232613,116.3081427419697,0.061611575508125765
Anderson,Bishop's Branch,1849,305.10993338142316,779.4029023634744,2.188297195230619
Anderson,Bowling Green,626,75.28816565536556,278.2213179445835,0.06375015912080452
Anderson,Broadway,1168,226.39069885857344,383.7899350787118,0.11894598379089405
Anderson,Brushy Creek,2166,302.358093944923,1042.1874994695972,1.2205796240505793
Anderson,Cedar Grove,1242,146.31613697118854,524.0077905545891,3.1264819450927144
Anderson,Centerville Station A,2577,462.05208130012306,950.0596427207536,2.262434760470149
Anderson,Chiquola Mill,648,139.86059320235924,145.17797768065515,1.0659905800483727
Anderson,Concrete,2888,441.1441252598973,1115.5833326261297,5.294106165400772
Anderson,Craytonville,896,77.31341282301523,442.96214197818983,0.09124623414095981
Anderson,Denver-Sandy Springs,1499,219.00313149743286,546.1833156532439,0.15265413501930666
Anderson,Edgewood Station A,2032,335.8714897950524,576.360571986252,0.206933423855391
Anderson,Five Forks,1460,291.9883735732168,660.4874188483897,4.148682479738618
Anderson,Flat Rock,1204,141.32739848092672,490.3553782831926,0.12261212712691474
Anderson,Fork No.1,1309,192.05943904612383,555.9212542962617,1.1333050451903084
Anderson,Fork No.2,1411,189.71342130945814,650.3566767089575,3.143692451309034
Anderson,Friendship,1007,124.20156999193787,464.78892519200576,0.10255017609369033
Anderson,Gluck Mill,379,79.8613654686638,102.48063818050665,0.03859634234310689
Anderson,Green Pond Station A,2296,351.7406203589765,926.8404888191114,1.2338184749862096
Anderson,Grove School,511,53.29593075062588,264.2205965969364,0.052038867908516154
Anderson,Hall,1289,154.53905036703867,469.0515636271057,0.1312682988925192
Anderson,Hammond School,2281,400.3503288496627,875.1882208172444,2.2322909152628676
Anderson,High Point,524,64.63418339203123,262.78589553188783,0.053362753002079176
Anderson,Homeland Park,2295,408.7146009250223,540.7970042856537,1.23371663767132
Anderson,Honea Path,1299,176.79924470658125,586.4864089616838,0.13228667204141384
Anderson,Hopewell,1542,243.12196715746595,642.0531505919294,2.1570331395595534
Anderson,Iva,1400,159.42720753596132,572.8783468409216,0.14257224084524972
Anderson,Jackson Mill,705,82.34370093775195,310.65659608774985,0.07179530699707218
Anderson,La France,881,169.92312131370136,334.3098739763228,0.08971867441761786
Anderson,Melton,613,125.9499130139602,271.65601900963213,0.06242627402724148
Anderson,Mount Tabor,2175,379.5922688505113,789.5788602707175,0.22149615988458438
Anderson,Mountain Creek,1088,156.30914414223278,358.31117240208766,0.11079899859973694
Anderson,Neal's Creek,1813,353.1732337590699,553.8374591589935,2.1846310518945984
Anderson,North Pointe,1712,251.54527092968982,752.4455212797556,3.1743454830907627
Anderson,Pelzer,727,67.91612848474563,269.6132558238214,1.0740357279246404
Anderson,Pendleton,2906,750.612475071074,797.3660542283702,1.2959392370687826
Anderson,Piedmont,784,109.39923622013833,332.0918742309161,1.0798404548733398
Anderson,Piercetown,1964,268.10216828616285,868.4036237111214,3.2000084864429073
Anderson,Rock Mill,1129,148.37594093435737,533.0940382738576,0.11497432851020495
Anderson,Rock Spring,722,120.78603131497432,310.39583315653243,1.073526541350193
Anderson,Shirley's Store,707,93.39573980566045,335.7435651546654,0.07199898162685112
Anderson,Simpsonville,2438,373.4353799804812,978.0152925701193,1.2482793737005133
Anderson,Starr,794,95.65943055968091,387.5267195654941,0.08085882802223447
Anderson,Three and Twenty,2326,268.52120337760425,1035.1450248228455,1.2368735944328935
Anderson,Toney Creek,495,36.87961980735774,212.5248440616116,1.0504094708702847
Anderson,Townville,707,111.39573980566045,313.7435651546654,1.0719989816268511
Anderson,Town Creek,1581,251.13672508168202,614.7490473967837,1.1610047948402427
Anderson,West Pelzer,1701,176.25905715619297,712.9671914117198,1.1732252726269783
Anderson,West Savannah,304,63.909907922094455,129.21929817117154,1.030958543726397
Anderson,White Plains,2784,380.43810412865446,1172.0609411465184,1.283515084652268
Anderson,Williamston,2070,328.8602282853142,783.0129842576484,1.2108032418211907
Anderson,Williamston Mill,2486,238.68431281028558,941.1025501760937,3.253167564815208
Anderson,Wright's School,698,64.16156490007214,375.35220435354523,1.0710824457928458
Anderson,Anderson 1/1,1491,268.7949760257988,392.83543938558154,0.15183943650019094
Anderson,Anderson 1/2,1238,237.2120592353715,523.8338524207578,1.1260745958331566
Anderson,Anderson 2/1,1284,251.40895319726735,444.8341409598167,1.1307591123180718
Anderson,Anderson 2/2,2421,438.9930496032588,720.2760555013366,3.2465481393473925
Anderson,Anderson 3/1,867,179.55884923834174,131.7010905079136,1.0882929520091653
Anderson,Anderson 3/2,2275,643.1942122459371,351.92731361649766,0.2316798913735308
Anderson,Anderson 4/1,671,208.45904018330717,64.17812195018458,1.0683328382908304
Anderson,Anderson 4/2,700,203.21360376798066,53.43917342046082,0.07128612042262486
Anderson,Anderson 5/A,813,181.1537998048118,99.35292570119233,1.0827937370051344
Anderson,Anderson 5/B,1201,348.24934017906395,130.2249246828192,0.12230661518224636
Anderson,Anderson 6/1,1712,343.5452709296898,529.4455212797556,2.1743454830907627
Anderson,Anderson 6/2,397,110.32971527984046,41.26335978274706,1.0404294140111172
Anderson,Varennes,1139,214.63613527389995,265.52888360843554,0.11599270165909958
Anderson,Lakeside,2100,414.640811303942,671.3175202613825,0.21385836126787458
Anderson,Centerville Station B,2563,432.68780922476344,913.4508592523443,1.2610090380616965
Anderson,Edgewood Station B,1939,303.45168243730643,781.3165103746765,1.1974625535706709
Anderson,Cox's Creek,1075,148.97089150082743,341.7458734671362,0.1094751135061739
Anderson,Mt. Airy,2124,301.2652777188441,992.3611490643697,0.2163024568252217
Anderson,Belton Annex,1668,284.40041583570246,616.5322018076123,0.16986464123562608
Anderson,Powdersville,2903,477.5344167692112,1162.2356006279967,4.295633725124114
Anderson,Glenview,1799,341.80896168371027,668.2286756905843,3.183205329486146
Anderson,Hammond Annex,1799,298.80896168371027,671.2286756905843,4.183205329486146
Anderson,Center Rock,2234,342.12741545381255,909.1444477447278,1.2275045614630629
Anderson,Hunt Meadows,3936,565.4124920439598,1580.1551236899054,3.4008316714049305
Bamberg,COLSTON,175,55.05401350337584,64.5648912228057,0.018754688672168042
Bamberg,EDISTO,306,80.0715893259029,120.72489550959168,1.0327939127639052
Bamberg,EHRHARDT,675,220.9226235130211,221.8931518593934,0.07233951344979102
Bamberg,EAST DENMARK,1961,772.8966884578288,251.18143821669702,0.2101596827778373
Bamberg,GOVAN,148,62.577108562855,27.089165148429963,0.0158611081341764
Bamberg,HIGHTOWERS MILL,89,27.16461258171686,23.864430393312613,0.00953809881041689
Bamberg,HUNTER'S CHAPEL,200,71.3474440038581,62.93130425463509,0.021433929911049192
Bamberg,KEARSE,100,14.173722001929054,61.46565212731754,0.010716964955524596
Bamberg,LITTLE SWAMP,138,23.659736362662095,65.5425999356982,0.014789411638623942
Bamberg,OLAR,312,101.62201264601865,104.05283463723073,0.033436930661236736
Bamberg,SOUTH BAMBERG,2265,575.784803343693,248.79702068374237,0.2427392562426321
Bamberg,WEST DENMARK,1129,531.571321401779,137.70721251741506,0.12099453434787268
Bamberg,NORTH BAMBERG,1833,291.1543242953596,162.18540349373058,0.19644196763476585
Barnwell,BARNWELL 1,689,168.82087320574163,143.8456937799043,0.05151016746411483
Barnwell,BARNWELL 2,1402,281.85466507177034,450.6961722488038,1.1048145933014355
Barnwell,BARNWELL 3,1540,357.82894736842104,449.4736842105263,2.1151315789473686
Barnwell,BARNWELL 4,1315,371.45783492822966,257.0538277511962,0.0983104066985646
Barnwell,BLACKVILLE 1,892,330.08014354066984,151.3444976076555,0.06668660287081339
Barnwell,BLACKVILLE 2,534,194.98744019138755,107.35645933014354,0.03992224880382775
Barnwell,ELKO,545,161.54336124401914,180.81698564593302,0.04074461722488038
Barnwell,FRIENDSHIP,568,59.70574162679426,268.7799043062201,0.042464114832535885
Barnwell,KLINE,532,136.88636363636363,163.27272727272728,0.03977272727272727
Barnwell,HEALING SPRINGS,785,344.67254784689,118.86483253588517,0.0586872009569378
Barnwell,HILDA,784,83.622009569378,381.82296650717706,1.0586124401913874
Barnwell,SNELLING,1136,282.41148325358853,328.5598086124402,0.08492822966507177
Barnwell,WILLISTON 1,1280,453.688995215311,269.58851674641147,1.0956937799043063
Barnwell,WILLISTON 2,567,114.65520334928229,199.73803827751198,0.04238935406698564
Barnwell,WILLISTON 3,807,206.7843899521531,262.78588516746413,0.06033193779904306
Beaufort,BEAUFORT 1,1027,298.53669132898887,164.91897365541348,1.058707759648521
Beaufort,BEAUFORT 2,1098,307.1735998824048,301.82184330442453,4.06276642657651
Beaufort,BEAUFORT 3,1339,335.3073317327323,402.4639783102226,0.07654302840250217
Beaufort,BURTON 1A,1869,437.3856631878093,533.0628644225587,1.1068401195550983
Beaufort,BURTON 1B,1307,446.76675322978423,180.25423424306268,2.0747137700687603
Beaufort,BURTON 1C,1768,486.3669622878796,382.0883597105852,1.1010665229392262
Beaufort,BURTON 2A,1610,346.82285592957356,426.1777483789831,0.09203455991637675
Beaufort,BURTON 2B,1865,444.0680908749408,466.78664641416367,1.1066114622633805
Beaufort,BURTON 2C,1910,416.6407793947115,672.8940990086073,0.10918385679520473
Beaufort,BURTON 3,618,116.06492233818413,111.67568229702582,0.03532755157038561
Beaufort,CHECHESSEE 1,1658,395.63372368399564,652.4923644797229,1.0947784474169893
Beaufort,CHECHESSEE 2,1603,303.2671043820537,541.6943668642919,2.091634409655871
Beaufort,Ladys Island 1A,1484,381.8193280742156,467.47688111454096,4.084831855227269
Beaufort,Ladys Island 1B,1542,416.42412661080897,525.4820422362683,0.08814738595717575
Beaufort,Ladys Island 2A,1566,369.32956048802,618.1393502866382,0.089519329707482
Beaufort,Ladys Island 2B,1167,324.65172227938655,471.5866039492381,0.06671076485864079
Beaufort,Ladys Island 3A,942,231.7882796805331,349.04934097701994,0.053848792199519824
Beaufort,Ladys Island 3B,1102,244.49117219527332,453.0980613128195,1.062995083868228
Beaufort,Mossy Oaks 1A,943,226.86767275875025,342.1183954791187,3.053905956522449
Beaufort,Mossy Oaks 1B,1197,288.03351462590035,424.6582390122005,1.0684256945465236
Beaufort,Mossy Oaks 2,1139,284.428716089307,349.6530778904731,1.065110163816617
Beaufort,PORT ROYAL 1,1153,330.54021918434677,321.6198409198556,2.065910464337629
Beaufort,PORT ROYAL 2,1279,329.5437470397047,280.3207081842978,0.07311316902673658
Beaufort,DALE LOBECO,1137,374.26992993287274,241.51496888627565,2.064995835170758
Beaufort,SEABROOK 1,1082,278.9033106309308,259.71697127084457,1.0618517974096395
Beaufort,SEABROOK 2,899,351.37437731719666,159.0799973867738,0.05139072631355447
Beaufort,SEABROOK 3,1325,415.19582863769256,314.4972152808401,0.0757427278814902
Beaufort,SHELDON 1,1092,335.69724141310206,309.40751629183205,0.062423440638933805
Beaufort,SHELDON 2,801,313.59385565191826,95.31265618109657,1.0457886226664708
Beaufort,BURTON 1D,918,174.88284580332206,150.39203292665002,0.05247684844921358
Beaufort,Saint Helena 1A,1313,538.243111699087,192.6685612556552,0.07505675600633707
Beaufort,Saint Helena 1B,1334,571.9103663416466,221.11870579972887,1.076257206787855
Beaufort,Saint Helena 1C,1469,443.62843190095873,630.4410635830598,0.08397439038332762
Beaufort,Saint Helena 2A,1255,464.63831316249366,334.66340013392784,1.0717412252764302
Beaufort,Saint Helena 2B,1273,550.0673885704019,216.90638117170528,1.07277018308916
Beaufort,Saint Helena 2C,1080,277.74452447449653,433.5788622666471,0.06173746876378068
Beaufort,Ladys Island 2C,884,218.1834811439398,346.0441798552926,0.05053326146961308
Beaufort,Ladys Island 3C,1033,249.0130497982916,338.33330066800596,0.05905074558609764
Beaufort,DAUFUSKIE,416,110.0275205383246,175.72667287307888,2.0237803583386413
Beaufort,HILTON HEAD 1A,1246,361.9237754585395,327.0419096150391,0.0712267463700655
Beaufort,HILTON HEAD 1B,1215,355.4625900338086,340.90122004997795,1.0694546523592532
Beaufort,HILTON HEAD 2A,1445,420.72299802374766,406.78375553268984,2.0826024466330213
Beaufort,HILTON HEAD 2B,1448,417.96117725839906,275.9909190389861,0.08277393960180966
Beaufort,HILTON HEAD 2C,1555,430.4562366276316,707.379750763552,0.0888905221552583
Beaufort,HILTON HEAD 3,813,211.5465725905238,357.14131020628156,0.046474594541623795
Beaufort,HILTON HEAD 4A,841,237.76957878060333,322.0748362650465,0.04807519558364774
Beaufort,HILTON HEAD 4B,1322,356.95764940304116,489.29005177454394,0.07557123491270192
Beaufort,HILTON HEAD 4C,980,284.8052166527839,338.67341205677235,0.05602103647083803
Beaufort,HILTON HEAD 4D,1137,296.26992993287274,420.51496888627565,0.064995835170758
Beaufort,HILTON HEAD 5A,1013,297.4251882339491,413.952210626031,0.05790745912750911
Beaufort,HILTON HEAD 5B,957,257.97917585379,371.08515850850114,0.054706257043461215
Beaufort,HILTON HEAD 5C,927,258.5973835072762,360.01352344553874,1.0529913273555784
Beaufort,HILTON HEAD 6,1289,384.33767782187596,564.0112532052852,0.07368481225603084
Beaufort,HILTON HEAD 7A,1346,326.86308328025217,461.94735982491386,0.07694317866300815
Beaufort,HILTON HEAD 7B,1225,313.25652081597985,451.59176507096544,0.07002629558854753
Beaufort,HILTON HEAD 8,890,250.65983961324253,291.4585068678851,1.0508762474071895
Beaufort,HILTON HEAD 9A,1595,503.63195975631663,541.141930847502,3.0911770950724353
Beaufort,HILTON HEAD 9B,1385,276.9594133307201,609.640485406765,1.0791725872572557
Beaufort,HILTON HEAD 10,1597,529.7907459127509,558.2800398516994,0.09129142371829421
Beaufort,HILTON HEAD 11,1134,342.03175069822134,396.3078053799794,0.06482434220196971
Beaufort,HILTON HEAD 12,775,206.52963561827298,270.51723912652915,0.04430235027030558
Beaufort,HILTON HEAD 13,1173,346.1280807486893,380.0009309618306,1.0670537507962174
Beaufort,HILTON HEAD 14,975,231.40825126169827,341.32813954627863,1.055735214856191
Beaufort,HILTON HEAD 15A,590,167.8419161481046,182.7421562382609,0.033726950528361666
Beaufort,HILTON HEAD 15B,898,234.29498423897954,364.01094288467505,0.051333561990625054
Beaufort,BELFAIR,2022,449.5328041550296,867.628203243667,1.1155862609633005
Beaufort,Bluffton 1A,1581,460.52045666127685,428.17516781811946,1.0903767945514233
Beaufort,Bluffton 1B,979,230.7258235745668,330.6043575546736,1.0559638721479085
Beaufort,Bluffton 1C,1776,345.00210691361656,516.6407957273752,0.10152383752266157
Beaufort,Bluffton 1D,1642,398.36343443252156,377.387492446143,1.0938638182501184
Beaufort,Bluffton 2A,1192,294.6365492348147,303.31296650170674,1.0681398729318765
Beaufort,Bluffton 2B,1471,358.787218057393,315.57917258725723,0.08408871902918647
Beaufort,Bluffton 2C,3334,712.6965227758994,947.2277099972234,0.19058585264670813
Beaufort,MOSS CREEK,1600,471.0289251474023,729.4872033579957,0.0914629166870825
Beaufort,Bluffton 3,1021,185.06033285968607,369.50464664282094,0.05836477371094452
Beaufort,Bluffton 4A,1111,202.2057098992275,408.71955183170826,0.06350956277459291
Beaufort,Bluffton 4B,1735,371.74699070671437,469.8095611413265,0.09918010028255508
Beaufort,Bluffton 4C,2689,571.487987325853,691.6875561435314,0.15371486435722803
Beaufort,Bluffton 5A,1491,360.3750796217355,507.9602626292322,1.085232005487775
Beaufort,Bluffton 2D,2970,668.7974423048655,903.0918712332794,2.1697780391003967
Beaufort,Bluffton 2E,1364,436.29215868816044,303.1903408626913,0.07797213647573784
Beaufort,ROSE HILL,1693,423.41248142159503,739.9092720531792,0.09677919871951916
Beaufort,Bluffton 4D,1646,307.6810067453901,495.66371045453803,0.09409247554183611
Beaufort,Bluffton 5B,1185,290.0807976872948,365.82958498701555,1.0677397226713705
Beaufort,SUN CITY 1,1526,338.15383735933494,565.3771702026884,0.08723275679030494
Beaufort,SUN CITY 2,1236,281.1298446763683,392.35136459405163,0.07065510314077122
Beaufort,SUN CITY 3,1767,399.2875692096624,619.0193052084865,0.10100935861629673
Beaufort,SUN CITY 4,1431,342.61149492870794,521.8169925033073,1.0818021461120093
Beaufort,SUN CITY 5,1499,346.0102242474725,492.51269864602216,0.08568932007121041
Beaufort,SUN CITY 6,1412,330.1030264425825,454.50495696343114,1.0807160239763502
Beaufort,SUN CITY 7,1204,296.58926617342024,416.14162052689176,0.06882584480702958
Beaufort,SUN CITY 8,1609,367.7434628513564,463.1086938768844,0.09197739559344734
Berkeley,ALVIN,832,315.60597697079913,193.20084971475012,1.0803366672835681
Berkeley,BETHERA,200,19.520667541057477,117.46174271989186,1.0193116988662423
Berkeley,BONNEAU,1144,263.45821833484877,348.4011683577814,1.1104629175149063
Berkeley,BONNEAU BEACH,1477,232.31012979070945,614.4899699864013,1.1426168961271996
Berkeley,CENTRAL,2194,547.4417229254005,623.8253176372136,4.211849336562678
Berkeley,CAINHOY,998,453.50813102987684,145.22409617226035,0.09636537734254931
Berkeley,CARNES CROSS ROAD 1,2365,297.58189367300463,894.0601076627212,0.22836083909331573
Berkeley,CARNES CROSS ROAD 2,1644,392.2598871874925,470.55552515751106,0.15874216468051208
Berkeley,CORDESVILLE,1136,252.07739163320647,369.06269864898576,2.1096904495602566
Berkeley,CROSS,1080,276.4116047217104,289.693410687416,1.1042831738777086
Berkeley,DANIEL ISLAND 1,1755,435.5438576727794,769.251792367051,0.16946015755127658
Berkeley,DANIEL ISLAND 2,1588,453.59410027599637,472.1862371959413,1.1533348889979642
Berkeley,DEVON FOREST 1,2074,492.729322400766,476.7482720052785,3.200262317242933
Berkeley,DEVON FOREST 2,1585,360.4512902628805,452.0593110551429,2.1530452135149707
Berkeley,EADYTOWN,651,259.9897728461421,90.54297255324798,0.06285957980961884
Berkeley,HANAHAN 1,2155,445.5851927548943,788.1752778068347,0.20808355528376127
Berkeley,HANAHAN 2,1258,304.88499883325153,382.2243617081198,0.12147058586866435
Berkeley,HANAHAN 3,1292,242.5035123152313,445.66285797050136,1.1247535746759256
Berkeley,HANAHAN 4,1341,362.8360758627904,332.7359849368749,0.12948494089815493
Berkeley,HILTON CROSS RD,1426,437.8823595677398,309.33222559282893,1.137692412916308
Berkeley,HUGER,1167,421.55309510207036,250.37426877056896,0.11268376288452409
Berkeley,JAMESTOWN,494,175.51604882641197,122.90050451813289,1.0476998961996187
Berkeley,LEBANON,684,80.56068299041658,311.93916010203014,3.0660460101225486
Berkeley,MACEDONIA,1622,178.21261375797613,691.6247334583229,3.1566178778052256
Berkeley,MCBETH,898,205.74779725934806,301.99322481231445,0.08670952790942814
Berkeley,MONCKS CORNER 1,1746,334.11542763343175,456.8710139446559,2.168591131102296
Berkeley,MONCKS CORNER 2,1528,343.7379000136791,334.64771437997376,1.1475413793380915
Berkeley,MONCKS CORNER 3,2051,582.6344456335444,401.77517159249095,4.1980414718733154
Berkeley,MONCKS CORNER 4,1507,287.7382299218681,542.7592313943851,3.145513650957136
