County,Precinct,Reg_Voters,DEM_Votes,REP_Votes,OTHER_Votes,Total
Spartanburg,Startex Fire Station,936,206,181,1,388
Spartanburg,Victor Mill Methodist,1591,298,402,2,702
Spartanburg,Mt. Calvary Presbyterian,2489,189,1095,1,1285
Spartanburg,Wellford Fire Station,2553,499,564,4,1067
Spartanburg,West View Elementary,1920,323,610,1,934
Spartanburg,Croft Baptist,1146,285,228,1,514
Spartanburg,Whitlock Jr. High,1702,256,398,2,656
Spartanburg,Bethany Baptist,1395,353,152,1,506
Spartanburg,Eastside Baptist,1439,322,438,0,760
Spartanburg,Mt. Zion Gospel Baptist,759,186,119,0,305
Spartanburg,Jesse Bobo Elementary,1840,509,132,3,644
Spartanburg,White Stone Methodist,837,160,239,0,399
Spartanburg,Cudd Memorial,1309,261,231,0,492
Spartanburg,Oakland Elementary,2163,207,750,2,959
Spartanburg,Boiling Springs Intermediate,3343,369,728,3,1100
Spartanburg,Carlisle Fosters Grove,2019,172,806,0,978
Spartanburg,Cowpens Depot Museum,1090,192,333,2,527
Spartanburg,Beech Springs Intermediate,1775,283,575,3,861
Spartanburg,Greater St. James,2194,277,621,4,902
Spartanburg,Bethany Wesleyan,2704,426,905,1,1332
Spartanburg,Reidville Fire Station,2957,507,879,3,1389
Spartanburg,Roebuck Bethlehem,1491,335,348,0,683
Spartanburg,Jesse Boyd Elementary,1521,345,262,0,607
Spartanburg,Anderson Mill Elementary,2157,438,469,1,908
Spartanburg,Daniel Morgan Technology Center,1253,219,385,1,605
Spartanburg,Boiling Springs Elementary,4027,520,1015,5,1540
Spartanburg,Boling Springs Jr. High,1072,103,410,0,513
Spartanburg,Chapman Elementary,1758,271,420,1,692
Spartanburg,Carlisle Wesleyan,1291,121,517,1,639
Spartanburg,Boiling Springs High School,1487,194,421,1,616
Spartanburg,Ben Avon Methodist,1373,226,488,1,715
Spartanburg,Pacolet Elementary,2044,317,651,0,968
Spartanburg,Chesnee Elementary,2707,312,827,1,1140
Spartanburg,Park Hills Elementary,1491,512,109,0,621
Spartanburg,Canaan,1072,170,306,0,476
Spartanburg,Powell Saxon Una,1438,369,117,0,486
Spartanburg,Woodruff Elementary,2353,367,591,0,958
Spartanburg,Duncan United Methodist,1432,300,356,2,658
Spartanburg,River Ridge Elementary,2325,486,764,3,1253
Spartanburg,D. R. Hill Middle School,2024,232,721,4,957
Spartanburg,Lyman Elementary,1672,189,614,5,808
Spartanburg,Anderson Mill Baptist,1768,284,631,4,919
Spartanburg,Hope,1000,205,176,1,382
Spartanburg,Trinity Presbyterian,2058,345,632,2,979
Spartanburg,Absentee,0,4376,4999,12,9387
Spartanburg,Absentee 2,0,864,1006,1,1871
Spartanburg,Absentee 3,0,1017,1202,3,2222
Spartanburg,Emergency,0,2,2,0,4
Spartanburg,Emergency 2,0,0,0,0,0
Spartanburg,Emergency 3,0,0,0,0,0
Spartanburg,Failsafe,0,109,31,0,140
Spartanburg,Failsafe 2,0,11,12,0,23
Spartanburg,Failsafe 3,0,22,8,0,30
Spartanburg,Provisional,0,29,28,0,57
Spartanburg,Provisional 2,0,14,8,0,22
Spartanburg,Provisional 3,0,6,7,0,13
Spartanburg,Failsafe Provisional,0,62,55,0,117
