County,Precinct,Reg_Voters,DEM_Votes,REP_Votes,OTHER_Votes,Total
Greenville,CLEAR CREEK,1650,187,684,0,871
Greenville,CONESTEE,2377,565,499,2,1066
Greenville,DARBY RIDGE,2550,287,1032,2,1321
Greenville,DEL NORTE,2541,465,613,3,1081
Greenville,DEVENGER,1929,346,711,2,1059
Greenville,DONALDSON,1049,339,105,0,444
Greenville,DOVE TREE,1992,388,615,0,1003
Greenville,DUNKLIN,2236,174,871,3,1048
Greenville,EASTSIDE,2344,394,730,1,1125
Greenville,EBENEZER,2139,237,845,3,1085
Greenville,EDWARDS FOREST,2333,341,729,2,1072
Greenville,ENOREE,2872,574,824,0,1398
Greenville,FEASTER,1387,250,297,1,548
Greenville,FORK SHOALS,1814,169,797,2,968
Greenville,FOUNTAIN INN 1,3153,811,812,4,1627
Greenville,FOUNTAIN INN 2,1435,241,400,1,642
Greenville,FURMAN,2687,562,886,1,1449
Greenville,GOWENSVILLE,1970,248,840,4,1092
Greenville,GROVE,1821,393,247,1,641
Greenville,JENNINGS MILL,1784,245,671,1,917
Greenville,LAKEVIEW,2577,532,433,2,967
Greenville,LAUREL RIDGE,2312,383,783,1,1167
Greenville,LEAWOOD,2541,408,572,5,985
Greenville,MAPLE CREEK,1966,314,589,0,903
Greenville,MARIDELL,1889,221,723,0,944
Greenville,MAULDIN 1,2088,456,479,1,936
Greenville,MAULDIN 2,3797,782,968,1,1751
Greenville,MAULDIN 3,2590,689,450,2,1141
Greenville,MAULDIN 4,3297,636,817,3,1456
Greenville,MAULDIN 5,3236,648,612,2,1262
Greenville,MAULDIN 6,2288,531,594,2,1127
Greenville,MAULDIN 7,1963,411,531,4,946
Greenville,MISSION,2596,479,819,4,1302
Greenville,MONAVIEW,2299,351,365,2,718
Greenville,MOUNTAIN CREEK,2283,312,933,4,1249
Greenville,MOUNTAIN VIEW,2175,167,950,5,1122
Greenville,NEELY FARMS,3557,734,1086,6,1826
Greenville,NORTHWOOD,2137,367,719,3,1089
Greenville,OAKVIEW,2855,485,986,0,1471
Greenville,PALMETTO,2094,410,502,2,914
Greenville,PARIS MOUNTAIN,1362,251,528,1,780
Greenville,PEBBLE CREEK,2200,337,760,8,1105
Greenville,PELHAM FALLS,1132,213,411,2,626
Greenville,PIEDMONT,2780,427,710,0,1137
Greenville,PINEVIEW,1180,117,447,0,564
Greenville,POINSETT,2742,477,792,7,1276
Greenville,RAINTREE,3001,618,809,5,1432
Greenville,REEDY FORK,2026,467,480,4,951
Greenville,RIVERWALK,2620,467,936,1,1404
Greenville,ROCK HILL,2903,514,615,1,1130
Greenville,ROCKY CREEK,2276,401,518,1,920
Greenville,ROLLING GREEN,1850,292,642,0,934
Greenville,ROYAL OAKS,1558,527,73,1,601
Greenville,SALUDA,1487,281,465,0,746
Greenville,SANDY FLAT,3294,404,1294,5,1703
Greenville,SEVIER,2698,432,867,8,1307
Greenville,SILVERLEAF,2191,409,775,2,1186
Greenville,SIMPSONVILLE 1,2601,456,727,3,1186
Greenville,SIMPSONVILLE 2,1716,337,464,2,803
Greenville,SIMPSONVILLE 3,2385,353,718,4,1075
Greenville,SIMPSONVILLE 4,2050,386,460,3,849
Greenville,SIMPSONVILLE 5,2054,543,444,2,989
Greenville,SIMPSONVILLE 6,2728,554,730,3,1287
Greenville,SKYLAND,2504,153,1109,4,1266
Greenville,SLATER MARIETTA,2873,235,1061,1,1297
Greenville,SOUTHSIDE,2277,552,424,2,978
Greenville,SPRING FOREST,2520,466,500,3,969
Greenville,STONE VALLEY,2485,379,611,3,993
Greenville,STONEHAVEN,1914,341,597,2,940
Greenville,SUBER MILL,2796,531,821,3,1355
Greenville,SUGAR CREEK,2304,399,904,0,1303
Greenville,SULPHUR SPRINGS,2279,320,701,0,1021
Greenville,SYCAMORE,2336,401,932,1,1334
Greenville,TANGLEWOOD,2569,496,433,1,930
Greenville,TAYLORS,2355,446,510,3,959
Greenville,THORNBLADE,3361,500,862,3,1365
Greenville,TIGERVILLE,2529,311,1023,7,1341
Greenville,TIMBERLAKE,2633,489,786,3,1278
Greenville,TRADE,2466,411,454,2,867
Greenville,TUBBS MOUNTAIN,2287,248,977,0,1225
Greenville,WADE HAMPTON,2436,339,630,3,972
Greenville,WALNUT SPRINGS,4917,853,1516,3,2372
Greenville,WELCOME,2306,446,331,1,778
Greenville,WELLINGTON,1587,302,542,4,848
Greenville,WESTCLIFFE,1849,289,446,1,736
Greenville,WESTSIDE,2197,337,465,0,802
Greenville,WOODMONT,2693,610,513,2,1125
Greenville,WOODRUFF LAKES,2704,459,851,1,1311
Greenville,MT. PLEASANT,1818,491,133,0,624
Greenville,BAKER CREEK,1401,193,453,1,647
Greenville,BRIDGE FORK,1713,312,630,0,942
Greenville,CASTLE ROCK,2639,319,978,3,1300
Greenville,FOX CHASE,1867,227,752,1,980
Greenville,FROHAWK,1644,221,674,5,900
Greenville,GRANITE CREEK,2814,545,844,5,1394
Greenville,GRAZE BRANCH,1586,274,570,0,844
Greenville,GREENBRIAR,1770,438,483,1,922
Greenville,HILLCREST,2534,496,781,2,1279
Greenville,HOLLY TREE,1370,263,494,3,760
Greenville,KILGORE FARMS,2544,525,698,2,1225
Greenville,LOCUST HILL,1532,164,631,3,798
Greenville,LONG CREEK,1554,294,566,1,861
Greenville,MOORE CREEK,3312,832,845,0,1677
Greenville,ONEAL,2727,334,1108,5,1447
Greenville,RANCH CREEK,2736,755,495,3,1253
Greenville,RIVERSIDE,2497,519,610,2,1131
Greenville,SPARROWS POINT,2355,452,707,3,1162
Greenville,STANDING SPRINGS,1824,350,508,1,859
Greenville,TRAVELERS REST 1,2522,504,771,7,1282
Greenville,TRAVELERS REST 2,1600,229,524,2,755
Greenville,TYGER RIVER,1500,276,327,1,604
Greenville,VERDMONT,2192,434,701,1,1136
Greenville,WARE PLACE,1957,245,723,3,971
Greenville,Absentee,0,9720,9476,23,19219
Greenville,Emergency,0,0,0,0,0
Greenville,Failsafe,0,268,137,0,405
Greenville,Provisional,0,51,55,0,106
Greenville,Failsafe Provisional,0,275,274,1,550
